query,region,title,excerpt,date,source,link
semiconductor,china,China used drones instead of fireworks for New Year's Eve,"Instead of using fireworks, the city deployed synchronized drones to create stunning aerial designs.
The spectacle amazed viewers and highlighted how far drone technology has come in recent years.
Drone Use in China a Complicated SubjectShanghai programmed the New Year’s Eve show in advance rather than employ real-time pilots.
The Versatility of DronesShanghai’s light show feat offers another compelling application for drone technology.
In New Zealand, shepherds are using drones to herd flocks over mountainous terrain, thereby reducing dependence on dogs or other human helpers",2020-1-2,The Burn-In,https://www.theburnin.com/technology/china-uses-drones-instead-of-fireworks-to-ring-in-the-new-decade-2020-1/
semiconductor,china,An electrically pumped surface-emitting semiconductor green ...,"( A ) Schematic of the InGaN nanocrystal arrays for the surface-emitting laser diode.
( H and I ) The top-view and titled-view scanning electron microscopy (SEM) images of an InGaN nanocrystal array.
Multiple InGaN quantum disks are incorporated on the semipolar planes of the active region, which can significantly reduce QCSE ( 42 ).
Figure 2A shows the high-angle annular dark-field (HAADF) atomic number contrast image of a representative InGaN nanocrystal.
Such results provide strong evidence that the coherent lasing oscillation has been achieved in InGaN nanocrystal arrays",2020-1-3,Science Advances,https://advances.sciencemag.org/content/6/1/eaav7523
semiconductor,china,"Apple revives relationship with Imagination Technologies, the UK chip 
designer it ditched in 2017","Tim Cook, chief executive officer of Apple Inc., speaks about the new iPhone 11.
Apple will start working again with British chip designer Imagination Technologies, years after dissolving its relationship with the firm.
In a short statement Thursday, Imagination Technologies announced a ""new multi-year license agreement under which Apple has access to a wider range of Imagination's intellectual property in exchange for license fees.""
That news sent the once-listed firm's shares tumbling as much as 71%, due to concerns it would heavily impact its future.
Imagination Technologies was subsequently sold to China-backed private equity buyer Canyon Bridge Capital Partners for £550 million ($727 million)",2020-1-2,CNBC,https://www.cnbc.com/2020/01/02/apple-agrees-new-licensing-deal-with-imagination-technologies.html
semiconductor,china,Chinese inventiveness shows the weakness of the law,"“I got killed by the bubble,” says Mr Li.
As he picked himself up, Mr Li asked himself where all the money that had poured into JDS had gone.
Once he had his design, Mr Li set up Appotronics in Shenzhen, as close to the LED supply chain as he could get.
But Appotronics’ proximity to the Chinese LED supply chains meant it could move much faster than its competitors in building improved new versions of the product.
While China’s supply chains have buoyed up his company, its intellectual-property ( IP ) system has held Mr Li and his firm back",2020-1-2,The Economist,https://www.economist.com/technology-quarterly/2020/01/02/chinese-inventiveness-shows-the-weakness-of-the-law
semiconductor,china,DAE to commission third unit of Kakrapar atomic reactor in April next year,"Accept the updated privacy & cookie policyDear user,ET EnergyWorld privacy and cookie policy has been updated to align with the new data regulations in European Union.
Please review and accept these changes below to continue using the website.
You can see our privacy policy & our cookie policy.
We use cookies to ensure the best experience for you on our website.
If you choose to ignore this message, we'll assume that you are happy to receive all cookies on ET EnergyWorld",2020-1-1,ETEnergyworld.com,https://energy.economictimes.indiatimes.com/news/power/dae-to-commission-third-unit-of-kakrapar-atomic-reactor-in-april-next-year/73053444
semiconductor,china,"Saudi Arabia Tourism Takes Off With China, Malaysia, UK ...","The data coincides with the Saudi Commission for Tourism and National Heritage (SCTH) revealing its top inbound source markets since Saudi Arabia opened its doors to international tourism.
Since the launch of the new tourism visa in September, visitors from China, UK, Malaysia, United States and Canada have topped the list of new arrivals welcomed into Saudi Arabia.
Italians top the list with 35% surveyed saying they would be more likely to visit Saudi Arabia following the new visa launch.
His Excellency, Ahmed Al Khateeb said:""Last year marked the historic moment of Saudi Arabia opening its doors to the world.
More about YouGov »[1] Compared to five years ago[2] ME destination you would most like to visitPhoto - https://mma.prnewswire.com/media/1059882/Maiden_Saleh.jpgSOURCE SCTH/ Visit Saudi",2020-1-2,PR Newswire,https://www.prnewswire.com/news-releases/saudi-arabia-tourism-takes-off-with-china-uk-malaysia-united-states-and-canada-topping-the-list-of-new-arrivals-300980381.html
semiconductor,china,China's industrial policy has worked better than critics think,"E ARLY IN ITS trade dispute with China, America declared that Chinese industrial policy was a form of “economic aggression”.
Listen on the go Get The Economist app and play articles, wherever you are Play in app Play in appThis raises an obvious question: does industrial policy work?
Although China is far from alone in deploying industrial policy, it stands out for the sheer scale of its efforts.
One industry has been a big unintended beneficiary: the academic study of industrial policy.
One tentative conclusion is that China’s industrial policy works better when natural monopolies are involved",2020-1-2,The Economist,https://www.economist.com/finance-and-economics/2020/01/02/chinas-industrial-policy-has-worked-better-than-critics-think
semiconductor,china,"Chinese Insurer Ping An Is Betting Big on Tech. Here’s How That Will Boost 
Its Stock.","China's premium growth rates are the fastest in the world: Consultant PWC 
described China's insurance market in a report in 2018 as an opportunity 
that “cannot ",2020-1-3,Barron's,https://www.barrons.com/articles/chinese-insurer-ping-an-is-betting-big-on-tech-heres-how-that-will-boost-its-stock-51578076483
semiconductor,china,Additional information about True North Financial's investment ...,"NEW YORK, Jan. 2, 2020 /PRNewswire/ -- China Rapid Finance Limited (NYSE: XRF) (""XRF"" or the ""Company"") and True North Financial, LLC (True North) https://tnafinance.com/ , jointly offer the following additional information on True North's investment of $8 million in a ""PIPE"" transaction (private investment in public equity) for unregistered shares of China Rapid Finance's stock, on December 24, 2019.
True North has advised the Company Board of Director members on strategic and financial issues since 2014. https://tnafinance.com/ (TNA stands for True North Advisers).
China Rapid Finance has accumulated significant losses according to the September 30, 2019 unaudited consolidated balance sheet.
https://www.prnewswire.com/news-releases/china-rapid-finance-reports-2019-unaudited-financial-results-for-the-six-and-nine-months-ended-june-30-and-september-30-2019-300975249.htmlMichael Jaliman continued, ""David Jaliman performed the initial due diligence on China Rapid Finance on behalf of True North.
The shares issued by China Rapid Finance to True North currently cannot be traded",2020-1-2,PR Newswire,https://www.prnewswire.com/news-releases/additional-information-about-true-north-financials-investment-of-8-million-in-a-pipe-security-300980436.html
semiconductor,china,Better Buy: NXP Semiconductors vs. Texas Instruments,"Investors with an interest in the semiconductor industry often find themselves weighing Texas Instruments (NASDAQ:TXN) against NXP Semiconductors (NASDAQ:NXPI).
NXP traded at the bargain-bin ratio of 10 times forward earnings last spring, making it a no-brainer bargain of an investment.
At the time, Texas Instruments shares were changing hands at 20 times forward earnings.
Today, NXP's stock trades at 15 times forward earnings and 24 times free cash flows, while Texas Instrument's valuation ratios stand at 26 times forward earnings and 39 times free cash flows.
Today, NXP investors can look back at an 807% return as these trends played out over the last decade, or 823% with dividends reinvested",2020-1-3,The Motley Fool,https://www.fool.com/investing/2020/01/03/better-buy-nxp-semiconductors-vs-texas-instruments.aspx
semiconductor,china,Amgen Commences Strategic Collaboration With BeiGene to ...,"Amgen and BeiGene will collaborate to advance 20 medicines from Amgen's innovative oncology pipeline in China and globally.
Amgen anticipates utilizing data from clinical trials conducted in China to advance the development of its oncology portfolio globally.
Of the 20 oncology medicines in development, BeiGene will assume commercial rights in China for seven years after launch for those that receive approval in China , including AMG 510.
For more information about Amgen's products, including important safety information, please visit www.xgeva.com, www.kyprolis.com, www.blincyto.com, www.repatha.com, and www.prolia.com.
We or others could identify safety, side effects or manufacturing problems with our products, including our devices, after they are on the market",2020-1-2,PR Newswire,https://www.prnewswire.com/news-releases/amgen-commences-strategic-collaboration-with-beigene-to-expand-oncology-presence-in-china-300980441.html
semiconductor,china,Huawei announces plans to start selling Hisilicon chipsets to ...,"The company, founded in 1991, had before now only provided components for 
its parent company – Huawei. However, the fabless semiconductor brand is 
now hoping to ",2020-1-3,Gizmochina,https://www.gizmochina.com/2020/01/03/huawei-announces-plans-to-start-selling-hisilicon-chipsets-to-other-oems/
semiconductor,china,Tech Maven Leans In To Semiconductors,"“People think of semiconductors as less exciting companies in a plodding 
industry ... war with China and the lingering uncertainty about U.S. 
semiconductor ",2020-1-2,Financial Advisor Magazine,https://www.fa-mag.com/news/tech-maven-leans-in-to-semiconductors-53302.html
semiconductor,china,TSMC To Make A14 Chip From Q2 2020,"According to reports in foreign media, Taiwan Semiconductor Manufacturing Company will start the bulk production of Apple's A14 chips, which are for the new iPhones, from the second quarter of 2020.
Apple's A14 processor will use 5nm EUV technology and TSMC is reportedly the exclusive chip manufacturer of A14.
It is also revealed that Apple's A14 chips will account for two-thirds of TSMC's total 5nm EUV capacity, while the remaining one-third will be taken by Huawei's next-generation Kirin processor.
Prior to this, Apple's related analyst pointed out that in 2020 Apple's iPhone will be equipped with Qualcomm's 5G baseband.
Apple's products with self-developed 5G baseband may be released in 2022",2020-1-3,ChinaTechNews.com,https://www.chinatechnews.com/2020/01/03/26315-tsmc-to-make-a14-chip-from-q2-2020
semiconductor,china,China investing heavily in eSports athletes | The Burn-In,"All over the country, esports athletes put in hundreds of hours a month preparing for the world’s biggest competitions.
The athletes beat out the U.S. and Europe’s top players for the first time in the event’s history.
All over China, young gamers now aspire to be professional eSports athletes.
RNG gamers can make six-figure salaries, which excludes winnings throughout the year.
Fortunately, ex-pro gamers are beginning to find ways to stay involved in eSports, even if they aren’t sitting in the hot seat",2020-1-2,The Burn-In,https://www.theburnin.com/games/china-investing-in-esports-athletes-2020-2/
semiconductor,china,BrainChip announces year-end achievements and product ...,"BrainChip Holdings discusses its top 2019 achievements and updates in its recent year-end update.
The Akida IP was available for sale as a license in mid-2019, targeting applications in vision and acoustic systems with a direct OEM sales presence.
In October, Brain Chip released “The Linley Group Microprocessor Report Highlights BrainChip’s Akida™ Spiking Neural Network Processor,” which discusses Akida applications.
Future goals for 2020 include Akida Intellectual Property licensing, opening two Innovation Centers in 2020 – one in Western Australia and one in Shanghai.
Article Topicsartificial intelligence | biometrics | biometrics at the edge | BrainChip | financial results | stocks",2020-1-3,Biometric Update,https://www.biometricupdate.com/202001/brainchip-announces-year-end-achievements-and-product-updates
semiconductor,china,Samsung's new Galaxy Book Flex α sports a QLED display for $830,"Ahead of CES 2020, Samsung unveiled another entry in its growing Galaxy Book lineup, the Galaxy Book Flex α (alpha).
The Galaxy Book Flex α borrows a lot from the standard Galaxy Book Flex that was announced in October, but it cuts down on the bells and whistles to hit a budget-friendly $830 price.
Despite its reduced set of features, however, Samsung still managed to pack in a QLED display.
The Galaxy Book Flex α will ship with Intel's latest 10th Gen chips on board, with Core i5-10210U and Core i7-10510U options on offer.
That's all complemented by a 13.3-inch 1080p QLED display with up to 600 nits of brightness, which should make for crisp viewing",2020-1-2,Windows Central,https://www.windowscentral.com/samsungs-new-galaxy-book-flex-brings-sports-qled-display-830
semiconductor,china,Michael Mao and Yi Pin Ng of Yunqi Partners nominated for ...,"BEIJING, Jan. 3, 2020 /PRNewswire/ -- Michael Mao and Yi Pin Ng, Founding Partners of Yunqi Partners, were nominated for the Forbes China Midas 100 List for the 3rd consecutive year released by Forbes on December 30, 2019.
Interviewed by Forbes, Yi Pin Ng introduced Yunqi's team and investment strategies.
Founded in 2014, Yunqi Partners has been dedicated to early and mid-term investments and looking for technology investment opportunities empowering industry upgrades.
As a VC focusing on technology and To B internet, Yunqi Partners has built a strong team with rich industry and technology experience.
SOURCE Yunqi Partners",2020-1-3,PR Newswire,https://www.prnewswire.com/news-releases/michael-mao-and-yi-pin-ng-of-yunqi-partners-nominated-for-the-3rd-consecutive-year-to-forbes-china-midas-100-300980792.html
semiconductor,china,CF PharmTech Closes US$ 90 Million Financing Round to ...,"CF PharmTech has worked meticulously to build strong technological platforms that support the development of a comprehensive range of products.
The integrity and professionalism of the core team at CF PharmTech impressed us deeply.""
As one of the few leading private pharmaceutical companies of respiratory drug delivery, CF PharmTech has immense potential for growth.""
CEC Capital served as the exclusive financial adviser to CF PharmTech during this Series E round of financing.
CEC Capital Partner Irene Hong had this to say: ""The close of this financing round will mark a new stage in the product development at CF PharmTech",2020-1-2,PR Newswire,https://www.prnewswire.com/news-releases/cf-pharmtech-closes-us-90-million-financing-round-to-accelerate-global-development-of-respiratory-drugs-300979692.html
semiconductor,china,Samsung Prototypes First Ever 3nm GAAFET Semiconductor,"Nvidia's rumored to start placing orders at TSMC and Samsung for releasing its next-generation 'Ampere' graphics cards mid-2020.
Now, Samsung has succeeded in making the first strides towards the 3nm process, as reported by the Korean Maeil Economy this week.
Samsung's work on the 3nm process is based on the Gate All Around (GAAFET) technology rather than FinFET.
We first heard that Samsung was working on the 3nm GAAFET process a year ago, when it said that it targeted mass production in 2021.
That was considered ambitious at the time, but if Samsung has already succeeded in producing its first 3nm prototypes, the vendor might be closer than expected",2020-1-3,Tom's Hardware,https://www.tomshardware.com/news/samsung-prototypes-first-ever-3nm-gaafet-semiconductor
semiconductor,china,Sony joins race to develop vision sensor for self-driving vehicles,"Make informed decisions with the FTKeep abreast of significant corporate, financial and political developments around the world.
Stay informed and spot emerging risks and opportunities with independent global reporting, expert commentary and analysis you can trust",2020-1-2,Financial Times,https://www.ft.com/content/f3996f7c-2a5c-11ea-bc77-65e4aa615551
semiconductor,china,Ping An is the First Chinese Asset Owner Signatory to Climate ...,"Ping An is the first Chinese asset owner signatory to Climate Action 100+.
Currently, more than 420 investors across the world with more than USD38 trillion in assets under management have signed on to Climate Action 100+.
Fiona Reynolds, CEO of Principles for Responsible Investment (PRI) said, ""We are delighted to welcome Ping An to Climate Action 100+.
By joining Climate Action 100+, we are building another significant channel to engage with companies on how to reduce greenhouse gas emissions and adopt sustainable practices.
About Ping An GroupPing An Insurance (Group) Company of China, Ltd. (""Ping An"") is a world-leading technology-powered retail financial services group",2020-1-3,PR Newswire,https://www.prnewswire.com/news-releases/ping-an-is-the-first-chinese-asset-owner-signatory-to-climate-action-100-300980786.html
semiconductor,china,China XD Plastics Company Limited Announces Departure of ...,"Upon Mr. Feng Li's resignation, he ceased to be a member of each of the Company's Audit Committee, Compensation Committee, and Nominating Committee.
On the same day, Qingwei Ma, one of the Company's executive directors, tendered his resignation from the board of directors.
On January 2, the Company's Board of Directors (the ""Board"") appointed Huiyi Chen and Guanbao Huang to serve as directors of the Company.
About China XD Plastics Company LimitedChina XD Plastics Company Limited, through its wholly-owned subsidiaries, develops, manufactures and sells polymer composites materials, primarily for automotive applications.
SOURCE China XD Plastics Company LimitedRelated Linkshttp://www.chinaxd.net",2020-1-2,PR Newswire,https://www.prnewswire.com/news-releases/china-xd-plastics-company-limited-announces-departure-of-independent-director-300980570.html
semiconductor,china,AI-Generated Articles Entitled to Copyright Protection,"Friday, January 3, 2020The Shenzhen Nanshan District People’s Court recently ruled in favor of plaintiff Shenzhen Tencent Computer System Co., Ltd. (深圳市腾讯计算机系统有限公司) in their claim for copyright infringement against Shanghai Yingmou Technology Co., Ltd. (上海盈某科技有限公司) for an article written by the artificial intelligence (AI) software Dreamwriter.
The defendant, Shanghai Yingmou Technology Co., Ltd., disseminated the same article to the public through a website operated by the defendant on the same day the plaintiff published the article.
According to the Legal Daily, the Court stated, the Tencent team members used the Dreamwriter software to generate the article at issue and met the legal requirements to be a written work and accordingly was a legal person’s work created by the plaintiff.
Accordingly, the Court ordered the defendant to compensate plaintiff for economic losses and fees associated with the enforcement.
This is believed to be the first copyright case in Guangdong Province related to AI-generated works",2020-1-3,National Law Review,https://www.natlawreview.com/article/shenzhen-court-rules-ai-generated-articles-are-entitled-to-copyright-protection
semiconductor,china,ABI Research: 2020 Will Be The Year Of Cooperative Mobility ...,"In 2020, 10.46 million more connected cars will be added to roadways worldwide, sharing information.
This will mark the year of 2020 as the advent of cooperative mobility, states global tech market advisory firm, ABI Research.
The year 2020 will see millions of connected cars deployed that both contribute data to these ingestion platforms and take advantage of the services that they enable.
This will enable low-bandwidth and low-latency broadcast communications between a growing number of connected cars to enable safety-critical collision avoidance.
The overall Connected, Autonomous, Shared and Electric (CASE) vision remains compelling, and most OEMs are staying the course, targeting 2025 or 2030 for the transition to connected, autonomous and electrified mobility",2020-1-3,Aftermarket News,https://www.aftermarketnews.com/abi-research-2020-will-be-the-year-of-cooperative-mobility-via-the-connected-car/
semiconductor,china,India's LGBTQ community joins citizenship law protests,"People participate in a protest against Citizen Amendment Act in Mumbai, India, Wednesday, Jan 1, 2020.
(AP Photo/Rajanish Kakade) People participate in a protest against Citizen Amendment Act in Mumbai, India, Wednesday, Jan 1, 2020.
(AP Photo/Rajanish Kakade)NEW DELHI (AP) — More than 1,000 members of India's LGBTQ community, rights groups and their supporters marched through the streets of the capital on Friday to protest a citizenship law that excludes Muslims.
Thousands of Hindus, too, have joined the protests to assure the minority Muslims that they are not isolated.
The governing Hindu nationalist party downplays the protests, saying they are orchestrated by opponents",2020-1-3,Taiwan News,https://www.taiwannews.com.tw/en/news/3849640
semiconductor,china,iQIYI Announces Theatrical Release of its First Original ...,"The Film features endangered animals such as white rhinos and snow leopards, nationally protected animals such as lorises, and extinct animals such as mammoths.
""The film will further be released in overseas markets, and we look forward to bringing more premium content to our global audiences in the future.""
About iQIYI, Inc.iQIYI, Inc. is an innovative market-leading online entertainment service in China.
iQIYI's platform features highly popular original content, as well as a comprehensive library of other professionally-produced content, partner-generated content and user-generated content.
The Company distinguishes itself in the online entertainment industry by its leading technology platform powered by advanced AI, big data analytics and other core proprietary technologies",2020-1-3,PR Newswire,https://www.prnewswire.com/news-releases/iqiyi-announces-theatrical-release-of-its-first-original-animation-film-spycies-across-overseas-markets-300980384.html
semiconductor,china,RISE Education Names Ms. Lihong Wang as Chief Executive ...,"Ms. Wang has been a director of RISE since September 2013 and was appointed Chairwoman in October 2017.
Prior to her appointment as CEO, Ms. Wang served as a Managing Director at Bain Capital.
While at Bain Capital, Ms. Wang was responsible for many of the firm's investments in China, including Gymboree and RISE.
The board of directors of RISE has reappointed Mr. Jia Zhu as a director and as Chairman of its corporate governance and nominating committees, replacing Ms. Wang.
Mr. Zhu holds a JD degree from Cornell Law School, an MA degree from Nanjing University, and a BA degree from Zhengzhou University",2020-1-3,PR Newswire,https://www.prnewswire.com/news-releases/rise-education-names-ms-lihong-wang-as-chief-executive-officer-mr-yiding-sun-as-vice-chairman-and-mr-jia-zhu-as-director-300980827.html
